cnpj_raiz;razao_social_ibama;uf;ultimo_rapp;escopo;detalhe_declarado
55476440;"P.A. INDUSTRIA DE TEXTURAS LTDA";MINAS GERAIS;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
29227135;"PAA PRODUTOS AUTO ADESIVO INDUSTRIA E COMERCIO LTDA";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
04066300;"PACKFER COMERCIO DE TRANSFORMADORES LTDA EPP";SAO PAULO;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
54782401;"PALETTA DECOR INDUSTRIA E COMERCIO DE TINTAS E VERNIZES LTDA";PARANA;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
52318701;"PARABIO INDUSTRIA E COMERCIO DE OLEOS E BIOCOMBUSTÍVEIS LTDA";PARA;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
02005931;"PARAGUACU INDUSTRIA PIROTECNICA LTDA";MINAS GERAIS;2024;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
48115855;"PARAHYBUNA INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA";SAO PAULO;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
40254927;"PARANÁ XISTO S.A";PARANA;2024;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
13719165;"PARANA-OIL COMERCIO DE OLEOS LTDA";PARANA;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais | Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
44326685;"PARAPAV ASFALTOS & CONSTRUCOES LTDA";PARA;2024;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
07969961;"PARAPUA AGROINDUSTRIAL S/A - EM RECUPERACAO JUDICIAL";SAO PAULO;2025;dentro;"Produção de álcool etílico, metanol e similares"
66200015;"PAULO JOSE DE ALMEIDA EPP";MINAS GERAIS;2024;dentro;"fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
40958364;"PAVCON ASFALTOS - EIRELI";GOIAS;2022;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
48858494;"PAVI URB PAVIMENTACAO E EMPREENDIMENTOS LTDA";MINAS GERAIS;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
29884870;"PEDRINHO JOAO MARTINS DE MELLO MATERIAL DE CONSTRUÇÃO LTDA";SANTA CATARINA;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
01512822;"PEDRO TOALDO - ME";PARANA;2025;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
09646061;"PEPY INDÚSTRIA E COMÉRCIO DE DOMISSANEANTES LTDA";CEARA;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
39783998;"PERFECT PAINTS INDUSTRIA E COMERCIO DE TINTAS LTDA ME";ESPIRITO SANTO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
29919182;"PERNAMBUCO INDÚSTRIA DE TINTAS LTDA";PERNAMBUCO;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
43218296;"PETROCOQUE S.A. INDUSTRIA E COMERCIO";SAO PAULO;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira | fabricação de produtos derivados do processamento de petróleo - Resolução CONAMA nº 362/205 | Produção de substâncias e fabricação de produtos químicos"
32874869;"PETROLAB INDUSTRIAL E COMERCIAL LTDA.";SERGIPE;2023;dentro;"Produção de substâncias e fabricação de produtos químicos"
73300949;"PETROLEU MINERALE LUBRIFICANTES LTDA";RIO GRANDE DO SUL;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira | produção de óleos - Resolução CONAMA nº 362/2005"
17195231;"PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.";MINAS GERAIS;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais | fabricação de produtos derivados do processamento de petróleo - Resolução CONAMA nº 362/205 | produção de óleos - Resolução CONAMA nº 362/2005 | Fab. de prod deriv do processam. de petróleo, de rochas betumin e da madeira - Res CONAMA 362/2005: art. 2º, XIV | Fabricação de produtos farmacêuticos e veterinários | Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira | Produção de substâncias e fabricação de produtos químicos"
60663483;"PFO IND. COM DE TINTAS E VERNIZES LTDA";PARANA;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
05515577;"PH INDUSTRIAL LTDA.";CEARA;2024;dentro;"Fabricação de sabões, detergentes e velas | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
00104603;"PHITOTERAPHIA BIOFITOGENIA LABORATORIAL LTDA";RIO DE JANEIRO;2025;dentro;"Fabricação de perfumarias e cosméticos | Produção de substâncias e fabricação de produtos químicos"
23491618;"PHYTOVITAL INGREDIENTS LTDA.";RIO DE JANEIRO;2025;dentro;"Fabricação de concentrados aromáticos naturais, artificiais e sintéticos"
02315311;"PIAUI CERAS E PRODUTOS DERIVADOS LTDA";SAO PAULO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
57165146;"PIETRA REVEST INDUSTRIA E COMERCIO DE TINTAS LTDA";DISTRITO FEDERAL;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
48831142;"PINDA INDÚSTRIA QUÍMICA LTDA";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
51096477;"PIONEIROS BIOENERGIA S/A";SAO PAULO;2025;dentro;"Produção de álcool etílico, metanol e similares"
49034481;"PIRATININGA IND COM DE PRODUTOS ESCOLARES EIRELI";SAO PAULO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes | Produção de substâncias e fabricação de produtos químicos"
37581193;"PIROBRASIL INDUSTRIA E COMERCIO DE FOGOS LTDA";MINAS GERAIS;2025;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
03692317;"PISOGRAF INDUSTRIA E COMERCIO TINTAS LTDA ME";SAO PAULO;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
48378519;"PLANALTO BIOENERGIA LTDA";GOIAS;2024;dentro;"Fabricação de combustíveis não derivados de petróleo"
55100404;"PLANT GROW INDUSTRIA E COMERCIO LTDA";MINAS GERAIS;2025;dentro;"Fabricação de fertilizantes e agroquímicos"
04932987;"PLANT OURO AGROQUÍMICA INDUSTRIA E COMÉRCIO LTDA";SAO PAULO;2025;dentro;"Fabricação de fertilizantes e agroquímicos"
30812121;"PLANTFERTIL INDÚSTRIA E COMÉRCIO DE FERTILIZANTES ORGANOMINERAIS LTDA.";SAO PAULO;2024;dentro;"Fabricação de fertilizantes e agroquímicos"
40433245;"PLAX INDUSTRIA E COMERCIO DE SOLVENTE LTDA";RIO DE JANEIRO;2025;dentro;"Fabricação de sabões, detergentes e velas"
12909295;"PLENNOLABOR INDUSTRIA E COMERCIO LTDA";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
62815543;"PLUMAZUL INDÚSTRIA QUIMICA LTDA ME";SAO PAULO;2024;dentro;"fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
44801377;"POLIBLEND COMPOUND INDÚSTRIA E COMÉRCIO LTDA";SANTA CATARINA;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
02288072;"POLIDROL LTDA EPP";SANTA CATARINA;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
03781363;"POLIFILM INDÚSTRIA E COMÉRCIO DE TINTAS E VERNIZES LTDA";SAO PAULO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
19691793;"POLIFORTE IND E COM DE MATERIAIS PARA POLIMENTOS EM METAIS LTDA";PARANA;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
71844781;"POLIPOX IND E COM LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
39897798;"POLIQUÍMICA INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA.";RIO DE JANEIRO;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes | Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
52871258;"POLO DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA";SAO PAULO;2025;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
04224559;"PÓLVORA TIGRE LTDA.";MINAS GERAIS;2024;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
73426801;"PORÃO DISTRIBUIDORA LTDA - EPP";SANTA CATARINA;2025;dentro;"Fabricação de sabões, detergentes e velas"
42043553;"PORTOCLEAN BRASIL COMERCIO DE PRODUTOS DE LIMPEZA LTDA";SAO PAULO;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
38464098;"PORTOQUIM INDUSTRIA, COMERCIO E DISTRIBUICAO DE PRODUTOS QUIMICOS LTDA. - ME";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
12997542;"POTIQUIMICA INDUSTRIA E DISTRIBUIDORA DE PRODUTOS QUIMICOS LTDA";SAO PAULO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
14116534;"PRADO E LIMA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA";SAO PAULO;2022;dentro;"Fabricação de sabões, detergentes e velas"
02002627;"PRÉ QUÍMICA LTDA";RIO GRANDE DO SUL;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes | Produção de substâncias e fabricação de produtos químicos"
07290650;"PRECISION QUIMICA LTDA - ME";SAO PAULO;2023;dentro;"Fabricação de fertilizantes e agroquímicos"
26054835;"PRIMAVITA INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE PRODUTOS ODONTOLOGICOS LTDA";SAO PAULO;2025;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
07452673;"PRIMAX - INDUSTRIA E COMERCIO DE DESCARBONIZANTES LTDA";SAO PAULO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
11424500;"PRIME COMÉRCIO DE MATERIAL DE CONSTRUCAO EIRELI";ESPIRITO SANTO;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
02891071;"PRION TECHNO LTDA";SAO PAULO;2023;dentro;"Produção de substâncias e fabricação de produtos químicos"
20808126;"PRO OLEO TRATAMENTO E RECICLAGEM DE OLEOS E GORDURAS VEGETAIS OU ANIMAIS LTDA - ME";SAO PAULO;2025;dentro;"produção de óleos - Resolução CONAMA nº 362/2005 | Fab. de prod deriv do processam. de petróleo, de rochas betumin e da madeira - Res CONAMA 362/2005: art. 2º, XIV | Recuperação e refino de solventes, óleos minerais, vegetais e animais"
52342094;"PRO-BRILL INDUSTRIA E COMERCIO LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
03298484;"PRÓ-QUÍMICA F. D. INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - ME";SAO PAULO;2025;dentro;"fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
36070134;"PROBITEC PROD BETUMINOSOS TECNOL APLIC S/A";RIO DE JANEIRO;2023;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
35428114;"PRODAN - DETERGENTES SANEANTES E ADITIVOS ESPECIAIS EIRELI";SAO PAULO;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
54673249;"PRODIVE QUÍMICA INDUSTRIA E COMERCIO LTDA EPP";SAO PAULO;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
02695844;"PRODULIMP INDUSTRIA E COMERCIO LTDA";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
96615802;"PRODULIMP INDUSTRIA E COMERCIO LTDA - ME";SAO PAULO;2023;dentro;"Fabricação de sabões, detergentes e velas"
05794456;"PRODUTOS ALIMENTÍCIOS E LIMPEZA SARITA LTDA";GOIAS;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
00434809;"PRODUTOS DE LIMPEZA CAMILA - INDÚSTRIA E COMÉRCIO LTDA";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
61146023;"PRODUTOS QUÍMICOS SULFANIL LTDA";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
16740262;"PROECO - PROC. IND COM DE TINTAS E SOLVENTES LTDA";GOIAS;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
19438702;"PROLIMGEL FABRICA DE PRODUTOS DE LIMPEZA LTDA";PIAUI;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
81781734;"PROPEQ-PRODUTOS QUIMICOS LTDA";SANTA CATARINA;2025;dentro;"Produção de substâncias e fabricação de produtos químicos | Prod. de substâncias e fab. de prod químicos - Res. CONAMA 463/2014 / Res. CONAMA 472/2015"
01178126;"PROTELIM IND. QUIMICA DE PRODUTOS DE HIGIENE E LIMPEZA EXPORTAÇÃO E IMPORTAÇÃO LTDA";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
51141174;"PROTHAL INDUSTRIAL LTDA";SAO PAULO;2022;dentro;"Produção de substâncias e fabricação de produtos químicos"
52702204;"PRUDENCOLLOR LTDA";SAO PAULO;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
58368358;"PUMA TAMBORES LTDA";SAO PAULO;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
06788811;"PURACOR IND. E COM. DE TINTAS E REVESTIMENTOS LTDA - ME";PARANA;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
33191823;"PURE QUIMICA INDUSTRIA E COMERCIO DE PRODUTOS PARA PISCINA E LIMPEZA LTDA";SAO PAULO;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
60343753;"PURILUB TRANSPORTE E PURIFICAÇÃO LTDA.";SAO PAULO;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
11352186;"PURIOIL MAQUINAS INDUSTRIAIS LTDA ME";PARANA;2025;dentro;"Fab. de prod deriv do processam. de petróleo, de rochas betumin e da madeira - Res CONAMA 362/2005: art. 2º, XIV"
10682553;"PWA RIO PRODUTOS DE LIMPEZA INDUSTRIA E COMERCIO LTDA";RIO DE JANEIRO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
08438124;"Q`LIMPA INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA EPP";SANTA CATARINA;2024;dentro;"Fabricação de sabões, detergentes e velas"
93284131;"QGS - QUIMICA DO BRASIL LTDA";RIO GRANDE DO SUL;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
02096802;"QI TINTAS INDUSTRIAL LTDA.";SANTA CATARINA;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
29311046;"QUALITINTAS LTDA";RIO GRANDE DO SUL;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
71837553;"QUALITY FOODS INTL COMERCIO E TECNOLOGIA DE ALIMENTOS";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
17947033;"QUALITY QUIMICA INDUSTRIAL LTDA";PARANA;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
08909993;"QUALYQUIMICA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS S/A";GOIAS;2023;dentro;"Fabricação de fertilizantes e agroquímicos"
11165962;"QUANTON 3D LTDA";MINAS GERAIS;2025;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
43016773;"QUELUZ QUIMICA LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de produtos farmacêuticos e veterinários"
59468496;"QUIMATECNICA INDUSTRIAL LTDA";SAO PAULO;2023;dentro;"Produção de substâncias e fabricação de produtos químicos"
81871261;"QUIMATRA INDUSTRIA E COMÉRCIO DE PRODUTOS QUIMICOS";SANTA CATARINA;2024;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de sabões, detergentes e velas"
58547259;"QUIMERA - INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA";SANTA CATARINA;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
36354389;"QUIMES COM IND DE PRODUTOS QUIMICOS ESP. SANTO LTDA - ME";ESPIRITO SANTO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas | fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de sabões, detergentes e velas"
87124384;"QUIMICA CENIT DO BRASIL LTDA.";RIO GRANDE DO SUL;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
06000579;"QUIMICA IGARAPÉ LTDA";MINAS GERAIS;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
16482161;"QUIMICA MODERNA INDUSTRIA E COMERCIO LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
17677064;"QUIMICAMASTER INDUSTRIA E COMERCIO LTDA.";PARANA;2023;dentro;"Produção de substâncias e fabricação de produtos químicos"
08809912;"QUIMIPAR IND. E COM. DE PRODUTOS DE LIMPEZA LTDA.";MINAS GERAIS;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
83012063;"QUIMIRIO INDUSTRIAL LTDA";SANTA CATARINA;2025;dentro;"Fabricação de sabões, detergentes e velas"
43683069;"QUIMISA S/A";SANTA CATARINA;2022;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
49304289;"R B CECON COMERCIO ATACADISTA";ESPIRITO SANTO;2025;dentro;"Prod. de substâncias e fab. de prod químicos - Res. CONAMA 463/2014 / Res. CONAMA 472/2015"
00028078;"R. B. PRODUTOS QUIMICOS ESPECIAIS LTDA";RIO DE JANEIRO;2025;dentro;"Fabricação de sabões, detergentes e velas"
11847229;"R.B.DOS SANTOS PRODUTOS AUTOMOTIVOS";SAO PAULO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
01097621;"R.P.D. - PRODUTOS DE LIMPEZA E COSMETICOS LTDA";SAO PAULO;2023;dentro;"Fabricação de sabões, detergentes e velas"
02663810;"RADICIFIBRAS INDUSTRIA E COMERCIO LTDA";SAO PAULO;2023;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos | Produção de substâncias e fabricação de produtos químicos"
57345050;"RADIEX INDUSTRIA E COMERCIO LTDA";SAO PAULO;2022;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
57465011;"RAEBRASIL INDUSTRIA DE TINTAS E REVESTIMENTOS LTDA";MATO GROSSO DO SUL;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
64272404;"RAIOS INDUSTRIA E COMERCIO LTDA";MINAS GERAIS;2023;dentro;"Fabricação de sabões, detergentes e velas"
05208831;"RAJ TECNOLOGIA QUÍMICA LTDA ME";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
19309816;"RAMMQUIMICA COMERCIO E INDUSTRIA EIRELI - EPP";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
05561069;"RAUBER & SOUZA LTDA ME";SANTA CATARINA;2022;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
31962364;"RBL DISTRIBUIDORA DE PRODUTOS AUTOMOTIVOS LTDA";SAO PAULO;2024;dentro;"Fabricação de sabões, detergentes e velas"
10736264;"RC INDUSTRIA E COMERCIO LTDA";SAO PAULO;2023;dentro;"Fabricação de sabões, detergentes e velas"
07896784;"RCA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA - EPP";SAO PAULO;2023;dentro;"Produção de substâncias e fabricação de produtos químicos"
02310251;"RCL INDUSTRIA COMERCIO DE PRODUTOS QUÍMICOS LTDA";SAO PAULO;2022;dentro;"Produção de substâncias e fabricação de produtos químicos"
62992578;"RDX DO BRASIL";MINAS GERAIS;2025;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
27028240;"REAGEL ABC INDUSTRIA E COMERCIO LTDA";RIO DE JANEIRO;2025;dentro;"Fabricação de sabões, detergentes e velas | fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
39874204;"REALCY INDUSTRIA QUIMICA LTDA";PARANA;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
11959613;"REAW - INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA";SAO PAULO;2025;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos | Produção de substâncias e fabricação de produtos químicos"
08317002;"RECENA RESINAS, OLEOS E CERAS ESSENCIAIS LTDA";SAO PAULO;2022;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
39611836;"RECICLE BRASIL OLEO VEGETAL LTDA";SAO PAULO;2024;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
34915751;"RECICLE MAIS INDUSTRIA E COMERCIO DE RECICLAGEM LTDA";PARA;2024;dentro;"Fabricação de sabões, detergentes e velas"
04250385;"RECITHINNER-RECICLAGEM DE THINNER E SOLVENTES LTDA";PARANA;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
28493114;"RECITINTAS INDÚSTRIA DE PRODUTOS QUÍMICOS LTDA";SANTA CATARINA;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
61454393;"RECOFARMA INDÚSTRIA DO AMAZONAS LTDA";AMAZONAS;2025;dentro;"Fabricação de concentrados aromáticos naturais, artificiais e sintéticos"
40180943;"REFINARIA DE MANAUS S.A.";AMAZONAS;2025;dentro;"Fab. de prod deriv do processam. de petróleo, de rochas betumin e da madeira - Res CONAMA 362/2005: art. 2º, XIV | Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
41777706;"REFINARIA DE MATARIPE S.A";BAHIA;2024;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
41704775;"REFINARIA DE MUCURIPE S.A.";CEARA;2024;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
33412081;"REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A.";RIO DE JANEIRO;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
10177486;"REGETEC BREIER REGENERAÇÃO DE ÓLEOS LTDA";RIO GRANDE DO SUL;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
43131110;"REI FOGOS INDUSTRIA E COMERCIO";MINAS GERAIS;2024;dentro;"Fabricação de pólvora, explosivos, detonantes, munição para caça e esporto, fósforo de Segurança e artigos pirotécnicos"
59186981;"REICHHOLD DO BRASIL LTDA";SAO PAULO;2023;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos | Produção de substâncias e fabricação de produtos químicos"
78177250;"REMOVEDORA DE RESIDUOS DE NAVIOS LITORAL LTDA";PARANA;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais | Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
33746782;"RENOVAR M.D.O TINTAS LTDA";MINAS GERAIS;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
04238375;"RENSON INDUSTRIA E COMERCIO LTDA ME";SAO PAULO;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
43932102;"RENUKA DO BRASIL S/A";SAO PAULO;2025;dentro;"Produção de álcool etílico, metanol e similares"
75177857;"RENUKA VALE DO IVAÍ S/A";PARANA;2025;dentro;"Fabricação de combustíveis não derivados de petróleo | Produção de álcool etílico, metanol e similares"
64216476;"REPOX INDÚSTRIA E COMÉRCIO LTDA";MINAS GERAIS;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
21498454;"REPSOL LUBRIFICANTES E ESPECIALIDADES BRASIL LTDA";SAO PAULO;2022;dentro;"produção de óleos - Resolução CONAMA nº 362/2005"
01327273;"RESICLEAR QUIMICA LTDA";SAO PAULO;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
01838016;"RESIMINAS INDÚSTRIA QUÍMICA LTDA";SANTA CATARINA;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
05777322;"RESOLVE QUÍMICA LTDA";RIO GRANDE DO SUL;2024;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
